88095 98148
74948 76965 2
6115 28254 3
23885 33009 3
82578 84616 2
57994 60570 3
5475 83076 3
74060 83604 1
71172 80818 1
64670 83331 1
3768 72890 2
84706 85555 3
71513 87589 3
79727 80485 3
4595 57558 3
20937 50479 2
79667 82704 3
53636 67953 1
83372 86111 2
62776 83053 3
13333 54263 3
32041 73720 2
29779 72982 2
33180 65399 3
72384 82506 3
35783 76687 1
27751 56899 2
36404 58157 2
34992 70034 2
15863 60882 1
28426 30828 3
20377 49605 3
8607 86490 2
40115 85538 1
79518 82917 3
53088 60658 3
61075 84764 1
14927 86512 2
76017 79545 1
8115 55057 2
32051 43460 1
2757 19116 2
77757 83537 1
77147 79963 1
22056 32759 3
8296 82110 3
84856 87617 2
37824 63927 2
85976 87101 2
73004 87914 2
31162 84404 3
41081 42391 3
8147 82985 3
36540 69671 3
9729 57762 2
79994 82315 1
16756 64109 1
68076 81455 3
5440 13242 1
59268 66115 2
67895 76917 1
3718 50436 2
65503 80391 3
23561 41655 1
5771 8603 2
59313 69989 1
51656 59322 1
62943 83406 1
80696 87421 2
76976 83760 2
57708 85108 1
37857 39751 3
58847 80594 2
60858 72135 1
49728 50558 2
45620 78725 1
38471 68782 1
62083 63096 2
45799 66693 2
77999 84462 1
24360 64580 1
56304 63069 1
84161 85905 3
55410 71992 1
2509 63105 3
55695 82911 3
66951 83047 2
25812 41387 3
71 23784 2
51069 72014 1
60910 68592 1
42916 57829 3
4455 45509 2
7974 57391 1
42517 54174 2
3002 57916 1
17974 31649 1
17607 86564 1
25433 26905 2
68338 78612 3
23045 59122 1
75025 86630 2
23228 33906 3
54236 79692 3
28810 80773 2
11331 76578 3
86584 86792 2
80267 80471 3
24341 50401 3
63289 64192 1
52008 58221 2
81235 82763 2
42190 65684 3
42788 62333 2
61023 71541 1
22345 54349 2
66949 87326 1
4330 55653 1
59388 84684 3
34410 86802 3
30863 43538 2
51747 62381 1
30446 58362 3
13230 38694 1
77918 86310 3
53036 69646 2
41206 86135 2
16890 78771 1
14172 36724 3
44572 80056 2
20584 56152 3
14807 32514 2
78322 78532 3
79694 87171 1
50633 72714 2
44160 64723 3
74510 79318 1
30179 75870 2
17592 74548 2
60545 71820 3
74873 87013 1
76227 77110 1
18385 19399 2
33404 88063 2
81591 81669 3
35543 82014 2
35479 71827 1
2722 23757 3
16965 44874 2
20132 60649 1
82717 83671 3
74714 75359 1
36163 48192 1
23194 48757 2
42759 70649 3
69609 84353 2
48960 77748 1
26736 81416 2
29742 46239 3
59674 73283 2
76051 86950 1
84567 86034 2
35967 63090 2
17209 33502 3
35481 55621 2
26304 72230 2
61535 82652 3
11634 57192 1
75845 76735 1
30568 50978 3
61971 80225 3
30731 57399 2
35330 41952 2
72375 83102 2
69573 72665 1
48147 69507 1
27647 30606 2
22394 59636 1
21876 77681 1
82484 85530 1
69990 74964 2
82415 87164 1
49503 63910 1
60000 64636 3
52634 58381 1
87786 87897 2
40892 59230 3
68274 83144 1
37839 86619 3
86916 87860 1
21178 86837 3
70816 76566 1
29012 42869 1
2352 3687 1
53213 84862 2
69499 83542 2
42963 58854 3
80470 85807 1
77198 87967 1
44712 56811 2
20582 40539 2
20962 65805 1
71280 81635 2
21017 40694 2
14843 83152 2
9802 73634 3
43298 62134 2
18216 85757 1
14960 82922 1
21045 24205 1
33792 35870 3
37752 62266 1
66456 81860 2
13046 85088 3
25420 73476 1
83787 86393 1
55489 61949 2
84162 84746 3
43975 72338 1
25838 56990 3
5856 72151 3
21369 38254 1
31354 31446 3
52438 69974 1
8401 51107 1
6034 11249 1
32976 78669 3
8732 74302 2
32240 33630 1
22684 61605 2
5407 35181 3
35418 79690 1
80401 84711 2
10083 86892 1
84916 86273 2
36845 50948 3
83914 84024 3
2500 54443 3
9248 50051 3
60268 86520 1
78311 85873 2
14825 42199 1
57781 74097 2
23513 77361 2
22357 67732 1
87971 87979 1
63426 77929 3
80615 82079 2
20724 55425 3
71952 86022 1
12625 76167 3
25650 65476 1
24071 57039 1
9047 32373 3
55231 79159 1
54242 84774 3
11024 58656 1
29246 56330 1
21085 59824 1
37528 46239 3
81115 81168 1
25445 84411 3
87208 87396 1
51680 74603 2
38802 54162 1
1380 80484 1
47812 84473 2
21118 64326 2
20423 81179 1
9487 34744 2
29364 84472 3
8698 38318 3
883 67760 3
65281 82367 3
32110 33059 1
65531 72865 2
36732 58578 3
16093 58745 3
35513 64948 2
70725 75815 2
6973 86922 2
54347 60920 1
72533 75762 1
79785 81669 3
33786 39955 2
16070 34708 3
39536 65408 2
60837 87136 3
60698 64479 3
42832 74663 2
27365 36799 1
17239 78852 2
48831 72059 3
3380 37138 1
64762 87270 1
78176 83544 1
24065 69964 1
55334 80643 1
39128 59363 1
78382 80796 3
73514 73519 1
31012 39739 1
31427 73747 2
8661 74470 2
31570 44433 3
65839 74820 1
61295 75615 2
69978 73690 1
66574 73787 3
38463 45892 2
67428 85362 3
80773 87756 3
25964 66444 3
85379 85452 1
55076 75331 2
6216 71963 1
39078 84284 2
39308 80737 2
35548 65715 3
29517 68802 3
49522 84688 3
55780 79509 1
76238 82070 3
36319 73559 3
18777 63417 3
29225 33963 3
57714 66539 2
6715 40527 2
44682 75222 3
27695 74052 3
42311 77109 1
84845 86712 2
6406 38884 2
59640 81376 1
84981 87763 2
87609 87994 3
27576 50632 1
42205 72194 2
36231 83802 1
76589 77188 3
63973 79482 3
57233 83400 3
33358 67913 3
75102 84554 1
84999 87454 2
82038 83084 1
28573 87850 3
65357 69113 2
80229 82479 2
86898 87227 1
79195 81279 2
36536 81555 2
50077 85141 3
18896 31770 1
73762 77240 2
51103 56720 2
76728 80639 2
16422 31229 2
75135 82303 2
31946 32043 1
57388 80074 1
48524 50507 3
42847 48178 2
47656 51367 2
85468 85995 3
69293 80871 3
30850 41470 3
53692 54785 3
32582 70870 2
34455 61806 2
76705 78492 1
2382 13407 2
27013 33781 1
30641 32756 3
11420 67231 2
76388 85134 3
20571 37870 3
68624 75124 1
72705 75915 3
26390 57285 1
23213 70442 1
65374 77664 1
55699 76836 1
46505 80671 3
20486 63706 1
44568 85186 2
68839 70669 2
71514 83257 2
62352 78483 1
63163 75959 3
83468 83767 3
57638 84021 3
43415 80868 1
56404 81557 3
70370 74998 3
74392 76142 2
76755 87381 2
46014 80415 1
42563 72250 2
30024 38660 2
15552 70891 3
34706 38942 1
31375 49755 2
73884 86507 1
5968 47313 1
34607 64574 3
15173 53873 1
28680 59740 3
20801 26324 3
45324 77722 3
42313 48705 3
12175 52816 2
71399 84544 1
31728 60450 1
15767 33217 1
4424 77306 2
33405 86349 3
49262 57626 3
82485 85926 2
25229 55934 2
76333 85425 1
11873 16610 2
26957 67496 2
2022 9845 3
48368 68411 3
63644 74898 1
79676 80503 1
26495 45066 3
18648 43340 2
19528 67106 3
57915 68757 3
36585 46331 2
48825 51006 2
21664 46224 1
61405 87345 2
80872 81329 1
37440 72655 3
78175 82536 3
46416 79736 3
52821 79948 2
23997 38946 3
71673 74610 1
37356 82177 3
48451 63622 2
41704 80579 2
62490 62904 2
9157 22345 3
70621 71862 2
4867 44288 1
53509 84577 2
13091 76396 1
71696 78567 2
39351 55762 2
73916 74276 2
63866 70679 1
18064 27383 2
41288 59943 2
54938 60093 2
33672 52439 1
49336 78561 1
3318 70379 1
36565 59510 1
3696 69897 2
50236 59835 1
53319 77270 3
216 57120 2
82681 83950 2
42556 62759 3
74441 86212 3
546 45151 1
63305 66836 3
49145 78178 1
19368 53816 1
12509 30453 2
21352 21581 2
26361 83106 2
4325 40710 2
34682 78193 1
14761 19068 1
10796 69201 3
31375 52485 2
74123 85124 3
55143 73279 2
87129 87289 3
76566 77869 3
64075 86129 1
24478 52283 2
55926 57671 1
53283 58350 2
14101 63896 2
80044 87385 1
62572 68739 1
44578 75284 1
75821 82627 2
10537 35508 1
67961 83724 1
2831 24522 2
5569 26842 1
33117 42183 3
15471 72526 1
47149 57833 3
25149 60799 3
9565 81843 1
2870 81370 2
10723 60749 1
77068 82246 3
21436 42487 2
73953 82867 1
7898 27387 2
60759 72560 2
30950 38308 3
76397 88005 1
75652 76710 1
75558 80139 2
71718 83161 2
25107 61473 1
14253 73014 3
30149 60317 2
32839 75652 3
64582 71131 1
78463 83596 1
61006 65133 3
74230 86156 1
10922 41672 1
63745 73795 3
50074 74314 2
8845 12704 2
68521 76125 1
54825 66507 1
36770 82499 2
51512 65369 2
75894 84632 2
48424 76489 3
27640 35178 2
66981 76145 3
78351 79137 3
24486 62469 3
20247 84286 1
36073 51270 3
47715 53797 2
7609 31173 2
74257 78427 3
53814 85151 2
2289 61598 3
83540 86658 3
6760 39937 2
36189 54290 2
27337 47569 1
21324 45240 3
1970 4431 2
8752 11897 1
36557 54173 3
47657 85159 1
48252 56954 3
48256 75372 3
12976 60754 1
46512 51745 1
3627 59429 2
68312 73749 3
51373 61721 2
41342 60041 3
76677 86212 3
44992 50662 2
76738 78759 2
11056 76416 2
75073 87014 1
4805 7162 3
53939 88085 3
76645 80920 2
42193 57083 1
68758 83045 1
9744 65665 1
3425 52593 1
26750 34844 2
87712 87899 2
80750 81400 2
49964 55152 2
39899 74461 3
321 27222 3
68747 73744 1
82227 85441 3
52141 80521 1
50840 77299 3
39582 57326 2
40185 52547 2
35899 77817 2
26993 77449 1
27272 41376 1
84935 87085 2
27865 74521 2
46512 64620 3
26397 80597 3
23292 43369 1
5274 14949 2
14071 16480 1
45041 69135 1
66705 74368 3
71101 74328 3
78851 84046 3
51422 86222 3
32463 43091 3
85285 87862 2
57122 78014 2
38359 86404 1
62724 67100 1
46488 53441 2
58738 79914 1
51617 68267 1
76038 83291 3
57849 82618 2
1780 50265 3
28278 55603 3
26359 33265 1
84943 85513 3
39980 84113 2
18708 81429 3
59221 82627 1
76987 78243 3
34837 84325 1
14976 40198 1
61470 64653 1
30615 47781 2
70246 71807 2
24802 84228 3
75547 85991 3
78166 78993 2
33203 63470 3
71995 81039 2
80756 87867 2
19055 77880 1
48723 49405 2
70304 78252 3
25605 75876 3
15316 38127 1
73188 85878 3
3202 32225 3
43930 84217 1
79438 85161 3
64755 73089 3
68872 76768 2
70133 76693 2
20458 30399 3
66845 84129 2
7840 73362 1
35133 67306 1
38923 62636 3
20345 58016 3
51336 75711 3
37606 59903 1
52876 82062 3
71146 71668 1
1248 1555 2
21791 56317 1
19241 19375 3
83820 84339 3
87470 87504 2
72392 76587 2
9499 28633 3
26864 66214 3
41812 47616 2
38661 84910 1
30512 77746 3
76230 77969 2
67459 83806 1
46621 64550 1
19638 38248 2
86661 86813 2
4879 68240 3
71483 86575 2
28317 85464 2
17681 33152 3
36221 79155 3
38923 59354 2
60682 67430 1
81761 87670 3
12379 31294 2
74175 75183 2
40371 65130 2
51067 79794 3
78875 79448 1
35534 48441 3
6636 6644 3
50708 64912 1
10407 48405 3
77940 78974 2
10924 39390 2
67471 69964 2
83287 86488 3
29527 79311 3
34008 38508 3
54723 66322 1
84232 85133 1
61663 63815 1
27649 57582 1
27248 54116 2
20156 47038 3
44406 61451 3
15925 34040 1
40958 54302 1
54974 74305 2
23556 56610 3
10810 52095 1
478 45184 2
48646 77062 3
74252 78480 2
87941 88085 3
73314 73913 1
24899 70944 1
53115 80935 1
59579 78530 3
69941 86835 3
43881 76186 3
34611 82674 1
65933 79571 2
67631 77887 2
74930 87721 2
23171 38831 1
7068 24197 2
29695 70485 3
50525 72400 3
84536 86723 2
80084 81424 2
77623 83574 1
50016 61586 1
34356 81786 3
85038 87931 2
68006 80764 1
55555 57827 1
36242 48663 2
60487 69628 2
6734 49676 3
50167 54605 2
62934 80329 3
10578 79313 1
40004 54923 2
41477 76950 3
57130 84186 2
25109 72518 2
10871 11352 2
45240 75679 1
76627 81479 2
53073 53312 1
9596 84856 2
82234 82397 1
18249 30658 1
83212 86297 1
82102 83123 1
28744 40652 3
56769 66188 1
86388 86714 2
59544 70120 1
84358 87737 2
11483 83838 2
33801 67131 2
88053 88087 2
36334 50471 1
31840 47196 2
50428 80974 2
88045 88046 1
56960 78474 1
73688 77573 2
49708 68152 1
21710 54301 2
42958 87552 3
24328 81628 2
72510 82772 1
64856 87304 2
87588 88068 1
39974 44953 2
37978 41998 2
4483 44734 3
50979 83981 1
71990 87683 1
70234 72415 3
72750 87885 2
22396 33542 3
1918 41632 3
10247 39246 1
61478 76471 3
9245 87582 3
56043 78006 2
69171 70245 1
86435 86887 3
39102 59537 3
68023 84393 2
64373 85014 2
42093 58839 1
55051 61981 1
56960 72294 2
75749 76896 2
24878 51847 1
77950 83472 1
40518 65059 2
20428 88004 2
2869 45412 1
45317 54576 1
20570 46712 2
80372 88049 2
84412 87626 1
45497 85652 2
71100 78706 1
28154 61446 1
62310 68029 1
81079 85574 1
37148 65438 2
16483 56454 1
44819 77284 2
80781 82228 1
81882 85331 2
22830 76456 2
36684 45689 2
71172 75100 3
69131 83866 1
58587 62155 1
45162 65311 3
58910 82807 2
26363 58981 1
82041 84625 3
19558 74534 2
43391 59328 3
87059 87914 2
17580 37233 3
49904 71007 3
32114 60429 3
70590 78170 1
40403 84702 3
44582 78051 1
1481 35291 1
32629 80888 1
19519 85645 1
75480 76707 1
46750 85544 3
54529 58204 1
61027 80583 3
3579 84812 1
87561 87724 2
19539 71980 1
9496 54348 1
47971 70748 2
79047 84766 3
65595 67310 2
76265 78664 2
69620 74597 3
34845 77241 1
10306 34729 2
47578 67449 1
23951 29026 3
48250 74219 1
54341 68759 2
15470 31362 2
61884 66430 2
27860 32931 3
74681 75580 3
13763 19470 1
20174 63499 1
28928 66424 1
46532 75482 3
28154 69015 3
57932 74368 2
9273 78169 2
80857 85622 2
85247 87952 1
51753 81260 2
65317 65943 3
38411 56962 3
30425 58831 1
72300 86030 3
19134 31598 2
36329 69314 2
87265 87378 1
76198 81387 3
47351 59659 1
21887 83507 2
32414 35686 3
8803 62959 2
52061 54077 1
76561 86713 3
6595 45007 2
19860 49893 2
5466 33057 3
49374 53485 2
78707 86321 1
59271 66125 2
12118 13448 1
76697 78242 3
57767 64183 2
79987 81524 1
64039 75137 2
2290 51088 3
28633 87788 3
19711 37618 1
56529 59814 3
78010 80612 3
75374 84026 1
74983 80790 3
64120 79157 1
5701 60852 2
59627 78034 2
66822 83261 2
6329 48347 1
67182 71622 3
84411 87930 2
32523 85010 3
62922 75232 1
37981 38547 2
2467 76120 1
1154 70998 2
61867 73603 1
56796 76738 1
72100 83515 3
22670 50768 2
7565 22928 1
58754 77374 3
15488 54533 2
16370 77314 2
3396 55831 3
41576 70074 3
34623 85920 1
23302 73061 3
45789 52787 2
80921 83142 1
54259 81084 1
39158 61393 2
39296 82820 3
28051 74680 3
17812 85268 3
65451 77431 2
86047 86387 1
41694 65936 3
44810 46364 1
10100 86359 3
11322 58457 1
53664 72772 3
40408 74308 3
22424 33979 1
44790 77133 3
42493 69358 1
74868 78112 3
16942 28268 2
26058 49301 2
10988 21144 1
36379 52329 1
17121 45506 2
44703 55231 1
12697 51458 3
75437 76694 3
44505 48536 1
4740 7799 2
28464 40118 3
10712 29210 1
46313 76599 2
12614 19421 2
81988 85438 2
14361 85607 2
55554 71830 3
26849 67619 1
39090 47991 1
2903 81764 3
14144 19540 1
4058 41849 3
23607 61511 1
57881 80919 3
84445 86697 2
107 63998 1
18531 48847 3
29532 65590 1
31010 73681 2
30793 68096 3
65099 85206 2
11718 29325 1
29226 78142 3
47380 57540 2
29624 82751 1
30664 41606 2
40593 75858 2
53017 76583 3
22910 63526 1
86739 86747 1
50624 64107 3
1110 81909 3
72066 80392 1
15219 61971 2
3121 82067 2
16310 79604 2
65487 85214 3
24609 80824 1
60055 84393 3
82351 83567 3
25813 42647 2
58958 69715 1
70115 86260 3
26010 38466 3
74928 82576 3
3725 77320 2
46636 78955 2
56970 58985 2
81856 86151 3
35098 54762 3
4348 34631 2
62383 77634 1
49411 72800 3
8438 54518 1
63559 69739 2
16631 87221 2
59634 87831 3
40413 78846 3
39253 76913 3
42579 56447 3
9125 62763 3
66121 83217 3
50397 84191 2
38677 45545 2
82960 83023 1
32807 38313 3
55485 71588 3
24316 63562 3
6039 28913 1
22936 60819 3
16234 71919 3
32851 59666 1
23835 23932 3
40005 70118 3
33791 84729 1
47745 85966 1
33398 71593 2
74748 86358 3
85069 85857 1
26520 49483 2
40433 55170 2
54023 77944 2
24896 37776 2
68497 74230 1
6438 67458 2
31029 75196 1
14020 31351 3
60638 63733 1
30504 87186 3
48539 82847 3
43345 71265 3
72911 82752 1
40740 42762 1
35053 68477 1
50520 73190 2
15149 32969 1
79917 80795 2
76506 82746 3
54037 78778 2
8037 36250 1
66622 73059 1
37578 45153 1
29439 87325 2
24857 31453 3
38265 74493 1
57224 83686 1
85702 87636 1
34097 39285 3
14663 38493 3
25783 49784 2
10087 43815 3
34520 75327 1
50288 88020 2
12396 19606 1
34414 49898 3
50820 84488 3
15864 27964 2
85800 85882 1
46529 57239 2
29071 60744 3
52316 77323 2
37588 38776 2
54931 87094 3
5870 35953 3
78579 82428 1
14877 28922 3
36664 55852 3
48137 73251 3
87992 88077 3
23443 77897 3
16194 28799 3
26234 83786 2
65748 81071 3
55055 63817 1
23450 55319 2
81539 83888 2
43056 52050 3
62929 83774 2
73319 77482 1
36316 65317 1
81838 82101 3
3633 36814 2
14657 57665 3
67923 80366 2
48058 48583 3
69498 70923 1
34311 82229 2
27719 36432 2
57346 71805 1
70847 73648 1
64351 73301 1
28383 73606 2
55954 59768 2
79322 83298 3
60355 60921 2
85197 87278 2
73367 73476 1
2989 76626 3
40741 82517 1
50240 55422 2
27785 49421 3
56715 72426 1
874 1480 3
22673 46896 3
15856 88072 2
77666 84012 1
80294 85858 2
23409 40983 1
72589 78279 2
15402 58529 1
81282 86452 1
12100 23937 1
83306 84627 2
38705 83152 1
47223 81297 1
26142 81632 2
59880 63972 1
74314 77790 1
65248 77255 1
65375 76230 3
75772 80076 2
61166 72130 1
31658 49293 3
42511 45659 3
8984 79437 3
432 63261 3
59452 63518 3
56070 87157 1
35117 77964 3
14138 46374 3
15440 68087 1
70962 74462 2
44231 57534 1
46932 87702 1
38303 80758 1
32064 56038 2
57219 80121 1
46525 80715 2
58914 85114 3
77008 80857 1
14697 51509 3
81587 83551 3
30729 34155 3
38905 51019 1
73819 79827 1
42020 84334 1
70005 85070 1
31193 46364 2
68248 68456 3
57798 61422 1
35575 45421 1
56536 81769 1
39527 86897 2
22175 43566 2
64131 70663 3
38052 45640 3
64081 86268 3
74158 82489 3
43556 85551 2
86211 86422 2
71923 82838 2
29271 47746 2
72447 76803 2
1022 2299 3
79401 80251 2
43884 66781 3
14503 28059 1
73978 76141 2
26840 33967 1
81407 85464 2
9236 26617 3
57015 84229 1
73017 87640 3
39046 85580 3
23662 77234 1
46487 65526 3
82971 86717 1
84369 85371 1
87995 88024 3
11665 51715 1
7703 28328 2
27487 43270 1
56330 73962 2
68536 81412 3
58270 69707 3
8977 17993 1
80480 84574 2
19409 36466 2
21163 35013 1
16127 53369 3
24019 78090 2
50890 70127 2
47062 54438 1
37847 56253 2
5836 20452 1
46585 82572 2
9132 22806 2
13321 35772 3
47964 50262 3
632 43827 1
15332 60267 1
85713 87958 2
79859 87273 3
35582 52037 3
19648 46809 1
53896 77077 3
67630 79808 3
31688 33425 1
36283 49114 2
64143 87295 1
2395 61422 3
39134 48239 3
85685 85836 3
31663 61710 1
62224 75606 2
20245 69160 2
6574 51199 1
13227 26183 2
55137 58237 1
66306 85993 1
4785 57056 1
63644 86306 2
1892 46369 3
41651 81500 2
37723 51539 3
34728 45482 1
24863 78452 1
34037 77879 2
22468 44428 3
27856 52540 1
76789 77551 1
72937 87461 1
22306 59295 2
597 37518 2
56865 69489 3
54468 55422 3
69290 75301 1
18443 76668 3
32922 66224 2
18349 33224 1
17771 30999 1
13860 48736 2
48515 64709 3
13466 59519 2
27828 46843 2
55542 73311 2
70495 84827 2
18923 74213 2
47244 53044 2
16059 40845 3
14300 58290 3
7576 32233 3
24532 58899 1
19777 76914 2
68257 71275 1
14902 72131 3
71132 87713 1
68059 79006 2
33902 38593 1
6111 74205 1
23687 26774 2
51587 72905 1
21427 49105 3
82455 83125 1
31526 52095 3
72575 82088 3
2466 46820 2
69224 75185 2
83127 87934 3
38285 64932 2
84742 85959 3
9765 24732 2
7803 36301 2
42276 62302 1
22913 69251 2
36199 45318 3
39029 81068 2
43459 51179 2
30241 67453 1
16647 70944 1
63238 87910 1
41146 56679 2
68970 78576 2
61426 77250 1
65957 67983 2
36473 77128 1
39755 83825 3
80160 80201 3
9748 16754 2
80142 87052 1
15903 49439 3
59078 84288 2
42629 62455 2
86654 87656 2
23455 57208 1
25721 63766 2
67596 77660 1
43806 81248 3
43487 63523 1
75595 77299 2
77858 78795 2
85358 85528 3
21782 82387 3
82407 84323 2
82234 85677 1
24641 66406 2
83729 87439 3
41544 86546 1
74313 78198 1
30323 51767 1
81802 85954 2
65176 74599 2
24753 29597 1
58101 66349 1
61320 74145 1
26696 82818 1
80279 80396 1
9812 69315 1
48027 63034 3
29465 56565 3
33092 60376 3
22963 50846 2
33648 52703 1
71067 86354 2
49101 60860 1
57171 78861 2
61840 63225 2
17635 21517 2
1550 53855 2
42365 63227 3
23227 43863 3
77551 82678 2
8591 21495 1
51523 74767 2
16988 18921 3
7728 87184 1
84136 85843 2
61808 82161 2
9628 28265 1
5203 8082 2
61381 67112 1
68345 80816 1
85235 87890 2
29710 51911 2
18479 65170 2
83727 85848 2
64500 73525 1
34442 43450 1
80357 86408 3
79268 80064 3
28011 54752 3
66627 78677 1
13187 25838 2
51018 55247 3
14327 83918 2
72591 83775 2
67277 81048 2
20630 27913 3
63177 78177 1
24508 69227 2
6773 79952 2
80531 81719 2
31931 68335 3
20858 38599 2
38258 57206 1
68534 88055 1
7130 28616 3
44091 50549 1
55754 56120 1
51932 62294 1
63540 77578 3
57488 58408 3
85935 86295 3
40300 69002 3
49723 63318 2
19104 79670 1
50916 61123 2
30861 40228 1
72961 83168 3
46101 61631 3
1363 37296 3
22978 42978 2
30986 66083 3
29038 51427 3
40368 67722 3
71455 76872 1
58868 74392 2
18103 25104 2
29019 55251 3
8931 44549 3
26963 62511 2
35291 84364 1
67522 87631 2
55356 79662 2
80594 84408 2
63336 66145 1
39758 47154 2
44334 85328 3
59579 76752 1
22472 87866 2
71309 73827 3
84372 85858 2
31222 76200 3
47358 59382 2
86643 87462 3
9489 58680 3
61372 71599 1
82575 87634 1
41658 77169 2
21874 34468 3
59289 74193 1
85652 86994 3
47023 53427 1
61241 73288 3
52739 79425 3
51625 53861 2
8275 62344 1
83467 86278 3
81485 86375 1
50110 57504 1
51880 67800 3
34856 65035 1
35379 38873 2
83759 87246 1
22079 41273 1
10755 36064 1
5601 42531 3
81116 81352 3
78203 85526 1
77040 83569 3
85726 87496 3
1848 59748 1
5687 47535 1
21943 68748 2
43161 50224 3
59927 80500 3
46430 71767 2
75786 79600 3
2321 64738 2
10428 27764 1
47296 47787 3
4334 31559 1
23884 38980 2
29611 73922 1
57017 70896 3
25683 45410 1
6514 32621 1
135 5720 2
12050 41877 2
19946 63325 1
10944 18776 1
60080 86613 1
60800 64652 3
46688 71924 3
65223 71654 1
56884 85087 3
14629 27662 2
62272 62288 2
19063 49066 1
40873 44604 1
76547 78969 3
14588 51636 2
65551 78655 2
41404 75562 3
74112 78280 2
3689 42340 3
48942 85096 3
82342 83669 2
29269 69862 3
78127 83950 3
6519 42869 3
21960 84864 2
35507 68808 3
63584 72225 1
31824 76789 3
45035 59775 3
41809 85784 2
81389 82886 3
11612 65825 1
2325 27950 2
70305 73901 2
80369 84548 2
32679 70125 3
10169 24361 3
73393 86397 2
